house_name,z_estimate,estimated_range_min,estimated_range_max,user_id,city_id,neighborhood_id,prices
'37080 Wintheiser Throughway',953648,936645,970651,71,4,1,'925625 926558 932967 932943 936763 943477 946270 946820 953311 957261 960284 963903 967454 970769 971971 978092 981943 985247 988242 991804 992821 999388 999765 1005982 1006599 1009701 1014028 1017406 1020654 1023824 1030404 1034541 1034775 1038471 1045050 1045365 1048647 1055397 1055901 1058605 1062917 1068680 1069958 1073284 1076867 1082842 1083804 1090450 1093523 1096803 1097073 1103996 1107154 1108239 1114175 1115092 1118799 1122334 1125484 1131902 1132479 1135830 1142150 1143160 1146592 1150566 1153090 1159650 1160099 1163625 1171052 1171290 1174679 1178267 1181517 1185243 1188257 1192380 1198130 1199188 1202411 1209011 1212313 1213012 1216838 1219758 1223819 1227283 1233869 1234416 1240278 1240922 1247216 1250948 1254095 1254953 1261629 1262351 1265171 1271840 1272643 1278684 1279495 1286015 1286686 1292817 1293551 1299900 1303421 1306659 1310417 1311202 1317931 1317582 1324519 1327872 1328628 1331614 1338399 1339510 '
'6861 Hessel Ports',622102,606293,637911,38,2,37,'798008 798717 802498 805477 812352 815999 816242 819707 825929 826686 830167 836689 837204 843934 844801 851227 854117 857476 861513 865265 868489 872024 875911 876050 882209 885755 889380 893263 893515 900030 903047 904292 910883 911310 914668 921230 920921 927910 928878 931420 935318 938805 942641 945627 952899 956313 956009 962654 966438 966514 970735 973782 977388 983563 987073 990636 991458 995230 1001856 1001637 1008009 1012371 1012856 1016414 1019515 1025450 1026242 1030060 1033042 1040179 1039931 1046598 1050470 1054199 1057328 1057882 1060946 1065286 1068062 1072309 1078472 1081780 1085900 1085554 1092152 1093379 1099592 1102860 1106239 1106870 1113380 1114273 1120731 1124054 1124124 1130456 1131175 1137828 1138590 1145364 1148060 1151842 1152000 1159315 1162366 1162466 1166396 1170197 1176412 1180243 1180126 1183547 1190488 1190721 1194001 1198058 1201232 1205080 1208361 1214664 '
'937 Nikita Springs',692430,679188,705672,2,3,33,'729960 733381 736514 739828 740162 743989 747237 751599 754817 757877 761730 765100 768629 771917 775505 778909 785407 786213 792391 796331 799677 803122 803738 810614 813246 814336 820363 820697 824987 828337 834511 835275 838440 842115 848181 852523 852480 856263 862383 866618 866889 870224 873521 877468 880755 887172 888086 890929 898119 900886 901237 908627 909129 911684 915944 921678 925713 928844 932334 933592 936868 943111 943752 946769 953478 957213 960223 961518 964241 968484 974794 978049 981946 985494 988584 989444 995323 999561 1002981 1003001 1007098 1010430 1016349 1019966 1024053 1027388 1030892 1031457 1034686 1038024 1041685 1047778 1048859 1054781 1058897 1058975 1066000 1068878 1070080 1075853 1079799 1080612 1084048 1087126 1090365 1094466 1100816 1101249 1104519 1108506 1111686 1115579 1121701 1121986 1126010 1129494 1132298 1136006 1143061 1143497 '
'57137 Geoffrey Row',832201,812305,852097,46,17,36,'844972 848638 855227 858012 861990 865687 865766 868770 872317 879498 879419 882762 886836 892937 894033 897567 900275 904378 910317 911544 917306 918254 924928 925647 931598 935631 938448 941960 945529 945975 952589 952984 959263 963017 963433 969937 970604 977581 977938 984620 984880 988095 994691 995617 999025 1004995 1008524 1012309 1015591 1019174 1022879 1026617 1026531 1030554 1036475 1040110 1043366 1044332 1048084 1054484 1057734 1058199 1064995 1068510 1068252 1074756 1078754 1079672 1085547 1089416 1090022 1092967 1096366 1100612 1103919 1110379 1114167 1114060 1120914 1121514 1127619 1127947 1134950 1138372 1142196 1141900 1148603 1149101 1155747 1158970 1159652 1163580 1169885 1173430 1174072 1176753 1180395 1184602 1190515 1194389 1197456 1198000 1201912 1205305 1208606 1215068 1215990 1219438 1225843 1226541 1233092 1236020 1239420 1243093 1247106 1246885 1253292 1257039 1260615 1261621 '
'6840 Mae Junction',884704,865128,904280,62,7,23,'907136 906952 910494 917703 920878 921504 924392 928418 931672 938071 938491 942566 945734 952764 956308 956160 960264 963622 966859 973391 974097 980825 981162 987094 990923 991730 994972 997874 1005066 1005030 1008526 1012453 1018637 1022254 1025922 1025960 1032727 1033100 1036349 1040663 1046647 1049861 1054251 1057231 1057670 1061126 1067398 1071786 1072249 1078480 1081701 1082754 1089309 1092810 1095478 1099720 1099831 1103766 1109639 1110707 1113484 1117600 1123802 1127677 1130996 1134756 1137566 1141773 1141551 1148703 1148960 1155832 1155574 1158894 1166218 1166016 1169963 1173111 1176416 1183300 1183461 1187792 1191000 1194274 1200966 1201639 1204589 1211180 1211908 1215093 1221358 1225306 1225465 1232041 1232762 1238855 1242956 1246564 1246372 1250106 1253948 1257529 1260342 1267562 1270803 1271347 1274704 1278021 1281679 1285195 1288651 1295137 1299088 1298972 1305705 1306678 1310109 1313398 1316934 1320693 '
'86952 Norma Corners',924912,909965,939859,51,11,16,'705922 709963 713465 713641 716620 723936 723682 727749 734599 735102 740737 744338 747678 751610 754775 758301 762171 762847 769123 772442 776560 776739 782927 786790 786985 790727 794353 797311 803807 804430 807725 814734 815465 819002 825557 826090 828673 832634 839347 839381 845812 846612 850076 853362 860603 863942 867052 870934 874135 874613 880626 884719 885145 891968 892273 895430 901644 905142 908654 912748 912879 916672 922612 924014 927410 933879 937084 938030 940736 947317 950818 954831 954616 962055 965162 968209 968874 972177 975827 979784 986198 986798 990258 993716 999611 1000277 1003946 1010367 1013623 1018012 1021180 1021618 1025398 1028135 1031935 1038867 1038811 1045271 1048946 1049718 1053509 1059153 1063380 1063837 1069795 1073944 1074063 1077364 1083720 1084906 1091318 1092037 1098176 1098916 1101794 1105683 1108954 1113010 1119206 1119457 '
'67697 Smith Row',863147,850959,875335,33,10,12,'980982 984316 987428 991839 991812 998903 999016 1004980 1006181 1009482 1015575 1016818 1023019 1025927 1030348 1033507 1033882 1037579 1040813 1047423 1050478 1051143 1055039 1058115 1065080 1068396 1068802 1075821 1079244 1079399 1086246 1089693 1093000 1093189 1096672 1103118 1107084 1110759 1113733 1114252 1118155 1121075 1124747 1128335 1131606 1134945 1138906 1145854 1149140 1149412 1156287 1156507 1160071 1163446 1170250 1170591 1173761 1180040 1181354 1184524 1190558 1191402 1195360 1201347 1202122 1208425 1211718 1212718 1218872 1219190 1222485 1229158 1230148 1233140 1240067 1243454 1243857 1247457 1250414 1257056 1257574 1261728 1267698 1268478 1275087 1278650 1282342 1285712 1286040 1292888 1292414 1296300 1299860 1306339 1310374 1310692 1316531 1317677 1323425 1326992 1331121 1334772 1334907 1341532 1344605 1345228 1351412 1355174 1359174 1358932 1365821 1369402 1370247 1373054 1380193 1383828 1386545 1390611 1390720 1397673 '
'406 Nitzsche Court',817969,805889,830049,26,6,36,'782160 786035 792328 795798 795920 802573 806255 809263 813603 814175 817589 821167 827612 827602 830850 835178 840836 841418 845316 848962 851699 858567 862133 862206 869645 869252 872723 877148 883225 883969 887532 893948 897646 900578 903975 905129 907844 911651 918405 918932 921860 929138 932188 935475 936475 942308 943686 946362 950438 953219 957353 960820 964079 971004 974052 977798 978648 981634 985421 988817 991830 995904 999520 1005423 1009188 1009562 1013068 1019850 1020518 1026292 1027060 1034075 1034084 1037988 1040885 1044762 1050735 1051846 1054932 1062100 1062053 1065509 1071736 1072821 1079646 1082394 1083638 1086285 1093333 1094155 1100582 1100314 1104502 1110842 1110785 1117564 1121326 1124848 1125225 1128309 1131756 1135288 1142644 1142276 1146257 1149654 1152752 1156425 1163350 1163705 1170444 1173750 1174511 1180862 1183842 1185040 1191522 1191990 1198472 1201441 '
'5401 Daugherty Vista',887672,867687,907657,31,10,33,'603857 603823 607709 613639 614922 617654 624817 624757 628309 631580 638013 638663 642627 649246 649069 655835 656087 660340 663128 670200 673156 676684 677373 683808 687550 690627 694787 697656 701633 702224 705495 709411 715938 719372 719119 726251 726434 732693 733877 737228 740470 746609 750749 751246 754563 761216 761404 764822 768298 772042 778590 778542 785213 788990 792616 793384 796865 803121 803377 810318 810493 813835 820620 821231 824237 828465 831654 835407 840990 841878 848752 848682 852551 858835 859885 862882 869426 872517 876290 876785 880693 887197 890721 891178 897239 897830 904128 908204 911550 915218 915507 922395 925088 929408 932244 935764 936833 943128 946854 949974 953750 954353 957468 961149 964154 970677 974186 977704 978138 982240 988771 992208 992472 995937 1002801 1003140 1009708 1013262 1016859 1016889 '
'401 Wolff Ford',809581,795686,823476,15,16,11,'653288 654289 658040 664540 664567 671183 674519 678038 678239 682552 688347 692460 695508 696237 699697 703325 706933 709991 714127 717234 720790 723915 728109 734102 737211 741078 744224 748434 748304 752173 758366 759428 765658 768906 770113 772955 779527 779879 786749 790219 793330 797092 797631 804088 805161 808391 815163 815084 821264 822039 828872 832410 833090 836191 839765 846447 849294 853089 857078 856750 864106 863961 870380 874590 874657 877857 881304 888004 891380 891745 898588 902517 905901 905762 912321 916447 919616 920662 923755 927543 934112 934491 937639 941041 947668 951653 952163 955545 961589 965170 968741 969123 975880 975695 983168 983329 986833 992897 993247 1000669 1003867 1007296 1010804 1011544 1017510 1018303 1021787 1027751 1031483 1031817 1038385 1039065 1042361 1049063 1052639 1053339 1056403 1060662 1066420 1069700 '
'10253 Drew Knoll',963389,949300,977478,12,1,22,'618113 622114 622066 628459 632271 635485 635752 642846 643234 646602 652804 657085 660151 663946 667156 670238 671131 677585 681280 684672 685181 688212 692551 695398 699029 705552 709523 712884 713653 716981 719712 727141 727110 730350 737479 737449 744260 747910 750850 751641 754980 761338 765135 766007 772380 772418 776227 779976 782890 786529 792732 793704 800455 800842 807328 807785 810836 817570 818541 821735 827847 828456 831966 836063 842267 842472 848722 853011 852725 859199 863105 866938 870518 871148 877151 880860 884042 887915 887801 894814 898646 902131 902286 905629 909343 912206 916578 923015 923009 926907 932755 936173 939801 943915 946834 947556 951622 954689 961103 961693 964778 968217 974733 975260 978789 985544 986171 989241 993178 999891 1003392 1006231 1007172 1011037 1017315 1020954 1021326 1025119 1030977 1031931 '
'607 Hugh Ports',802134,788853,815415,83,8,11,'832579 836402 843110 845993 846933 853104 853418 859681 863854 864542 867776 874412 877342 878200 882026 885003 888496 891713 895464 902638 906000 908811 912556 915832 916251 920647 926165 929796 930850 937021 940760 944495 947969 948473 954168 954792 958414 961931 968201 969241 975656 979562 982230 982960 989579 990109 993416 1000377 1003809 1006968 1008121 1013828 1017527 1018544 1025136 1028400 1028646 1034972 1038869 1041681 1045206 1049188 1049368 1053040 1056908 1063489 1066372 1067304 1073215 1074190 1080268 1084527 1087668 1088000 1094958 1098125 1098590 1105137 1105665 1112650 1115454 1116100 1120156 1123641 1129691 1130124 1136643 1140010 1143200 1144105 1150876 1151496 1157963 1158603 1164499 1165619 1171804 1171939 1176049 1181886 1185793 1189298 1189880 1196402 1196257 1200047 1203161 1209878 1210875 1217053 1220307 1221489 1224194 1228594 1231441 1235275 1241170 1242616 1248539 1249410 '
'23357 Hauck Roads',566536,552010,581062,63,2,31,'708676 715271 715873 719512 722964 726048 729444 732874 737180 739987 747214 747606 751146 754165 760243 764093 768179 768475 775205 775726 778762 782009 785398 789275 792461 796204 800195 802905 809771 810029 813695 817508 823299 824505 830888 831161 834790 841214 844501 848023 851545 854786 858733 862273 865248 868918 869915 873162 879580 882863 887176 886783 893387 897303 897988 900786 907278 908136 915066 918563 921842 924913 928746 931837 932898 936353 942981 943290 946865 953501 954070 956746 960793 964356 970245 971111 977356 978652 984862 984779 988461 995593 995635 998917 1006051 1006070 1013122 1013474 1019634 1019921 1027145 1027418 1033643 1034457 1037536 1041691 1044267 1051346 1051575 1058002 1058534 1062416 1065396 1071731 1072502 1076543 1083093 1083293 1087018 1093189 1093386 1096859 1103747 1104694 1111128 1110879 1117860 1120903 1122009 1128504 '
'67433 Armani Trail',764325,746129,782521,50,9,26,'756466 757630 764110 764788 768178 774849 774386 778548 782121 788464 791900 795679 795445 802179 806014 806468 812573 813065 819452 823248 827251 830451 833458 836869 841044 844594 847617 851499 854470 854905 861599 865223 868882 872643 873158 876724 880086 883650 886445 890257 897284 900642 904300 904480 910645 914334 917609 918155 922067 924975 932159 932687 935609 942811 943109 948870 952900 953785 959509 963145 967290 970187 974015 977200 980540 984106 984729 991789 994813 998610 1001689 1002008 1006221 1012343 1016034 1016414 1022765 1026113 1029644 1030125 1033819 1040438 1040945 1044441 1051271 1051844 1054690 1061788 1064382 1068770 1072288 1072226 1075772 1079099 1086339 1089147 1090325 1096584 1097240 1103781 1107040 1107372 1113719 1116957 1120790 1120961 1125271 1128494 1131664 1138834 1138426 1142708 1149067 1152019 1155874 1159449 1159940 1162897 1166685 1173090 '
'149 Tiara Manor',651122,636059,666185,29,19,4,'681413 681724 688524 692504 695481 699013 702921 706004 709638 713053 716719 720249 723496 726817 727162 730852 734248 737983 744423 748370 751462 752073 758591 762533 763019 768793 769549 773573 779651 783413 783125 787076 790912 793605 797605 801015 804210 807853 814548 815411 821684 821677 825224 829321 835985 838892 842261 845879 846693 850006 856736 856992 860465 866821 867196 873751 874611 881381 884563 888002 891511 895095 895442 901663 905464 908931 912562 915721 919970 920463 923832 926844 933978 937066 940221 944544 947140 950613 951115 954930 962044 962089 965586 968739 975460 976163 982317 985695 986409 989721 996365 999827 1000374 1004543 1010728 1014082 1017844 1021391 1024339 1028074 1031409 1032152 1035672 1038632 1042569 1046579 1052936 1056479 1057005 1062779 1063176 1067015 1073580 1073881 1081068 1081013 1087414 1088487 1091849 1095582 '
'099 Herzog Lights',866493,850720,882266,18,13,40,'539502 540618 547159 547680 550414 556868 560933 561168 564210 571490 571638 575200 578799 582588 589035 592126 595435 599122 600121 605807 606577 609861 613796 616964 623614 627319 627216 634128 634557 641470 641900 647732 652182 652512 658277 662401 662922 666104 672395 673669 679816 680336 683252 687630 691183 697158 700274 701502 704949 708376 711870 717938 718559 725512 726065 732384 732965 736332 742982 746146 746982 753681 753767 757127 764142 767647 768152 774538 774592 781377 781524 788540 791812 795318 798530 799425 806035 809550 813101 816284 816845 820049 823529 827093 830200 836811 837419 844183 844217 851091 854710 857732 858209 865551 868514 868808 876152 879634 882567 883423 886459 893130 893201 900240 904058 904629 908150 914033 917277 918084 924779 928646 931215 935050 935205 938933 945775 946654 949435 953319 '
'3576 Ziemann Views',569514,558717,580311,40,11,38,'902269 902626 908951 913002 913337 916288 923413 923426 926915 930947 933526 940094 943971 947651 948256 951134 957855 958111 964979 965117 969400 975745 979024 982240 983196 986631 990066 996112 996806 1003891 1007281 1010382 1014312 1014844 1021031 1021767 1025438 1031798 1034662 1038268 1038785 1042574 1049506 1052137 1055747 1056154 1059718 1066315 1070118 1070103 1073953 1080291 1081099 1087273 1087679 1094474 1098379 1101811 1104734 1105814 1112055 1112756 1115800 1122707 1125536 1126402 1130048 1133743 1136732 1143492 1143930 1147518 1151044 1154671 1158437 1164064 1164894 1171188 1174606 1178826 1182318 1182856 1189464 1192159 1193207 1196852 1203306 1203666 1207034 1210092 1216958 1217424 1221087 1227910 1227900 1231876 1234825 1241020 1244837 1248639 1249264 1255983 1256265 1262600 1263394 1269337 1270100 1273246 1280384 1283207 1283945 1290258 1293803 1294539 1300892 1301560 1307785 1308587 1312261 1315751 '
